Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2024-08-02,0.00686941038758615,-0.004589868079565629,-0.0659482046595885,-0.046884643176580254,-0.0321248924243146,-0.035920302657335035,-0.015404146964266285,-0.026667410153029092,-0.037399301590470335,-0.02383628013782435,-0.058945827639416915,-0.008784562785794536,-0.004350288829720217,-0.0028472557924870134,-0.2605851455985698,0.021025110294832228,-0.04241206669464492,0.02015893603607588,0.029544314391416693,-0.00972563468799692,0.0121244303938155,-0.020665966235200006,0.0021665787511750967,0.026495281242805424,0.011695398881376162,0.029785132930166824,0.0024440676745594025,0.0029376395437625824,-0.027942488760347772,-0.019057084445989636
2024-08-05,-0.04816698327632507,-0.026258172546973713,-0.027380734587271083,-0.017181513512086632,-0.012684220963118276,-0.020330394426774423,-0.04114864559656384,-0.02618658996982237,-0.019984382709347548,-0.01922709006491541,-0.024689892520491252,-0.015249114842094236,-0.019539507482563945,-0.030721208109993903,-0.06378027431128852,-0.017606994068027904,-0.021291622088210116,-0.017741193226292307,-0.029780594172854946,-0.005030336897125398,-0.02508685935968913,-0.03265681500565598,-0.034995332700427095,-0.01187686041304159,-0.02759519924523879,-0.03368776469548729,-0.03803721365115276,-0.028557456571974837,-0.06620203898665888,-0.012708315037863183
2024-08-06,-0.009748200625674053,0.011469209456807405,0.023017016097677923,-0.011914060394585313,0.030429367628872495,-0.002468571270297981,0.009387559406969226,-0.009885255774470192,0.02494879195456412,0.028817964120963824,0.024399854649395758,0.011142498068536622,-0.004556649328699702,0.019038834680851435,-0.013923395790958693,-0.01413936203038857,0.027911778112971186,-0.0007342534801474399,0.005997237917741316,0.0022470706862405265,-0.010328463336802374,0.011286808317992225,0.01512188078961385,0.00017844231875163707,-0.0015818564216593112,-0.0028247406239585438,0.007097215432548376,0.011557666889357998,0.017723795413061127,0.002219382707813411
2024-08-07,0.012498288763360899,-0.05000765107454885,-0.010038011838583105,-0.010906373401555314,-0.001960605650302538,0.006794733177130308,-0.0008858040837397274,-0.005724951247688348,-0.0445704089042015,-0.00590703955299976,0.005933407064387941,-0.032522457221508594,-0.004426636572544829,0.0,-0.0362852146844066,-0.0004404472908314805,0.0002994655191494999,0.006024890153430107,-0.0025548237694869025,-0.016494542533934342,0.012055763341405346,-0.0029528416395990797,0.0016551914132074685,0.011482147396639775,0.00523325631745597,-0.003993957076994015,-0.0067374753447223545,0.0004969475143221658,-0.011915602861928387,-0.01225285077760685
2024-08-08,0.016633266942503777,0.03900800426553097,0.020716679569761753,0.034489031086556876,0.031798684711496605,0.03782703226469164,0.015735926213102713,0.014605604953466855,0.0,0.009583945941880945,0.026976123800331875,0.017348245150359043,0.009599910406370649,0.031102838131665145,0.07898894250021771,0.008307200770149015,0.018263554893168443,0.003943982667386825,0.0067562916654608784,0.018725012381429984,0.012712123252581975,0.01069197371628361,0.02161934319420089,0.004999286690932303,0.01103302253138816,0.00028252303762665854,0.0129034029416637,0.005958319512608723,0.007421134348327696,0.011209229661225617
2024-08-09,0.013735928923253482,-0.006775794252822376,0.018455136173612496,-0.005684795895279926,0.0062471498929146385,0.01368821245997398,-0.007855263286524083,0.0034604253794923157,0.0029082898697496695,-0.00018975453098735162,0.009243129242018755,0.0008611763715602461,-0.00795719980787113,0.00267101472767739,-0.03806738386327191,0.0024964815834269682,0.008526942623200862,-0.000727523131446528,-0.01209466794492109,-0.00767200498812548,0.0055303895181635365,0.008269311626780906,0.0020218329998915596,-0.0019313131629112856,0.0037794287618959643,-0.013209946713102272,0.0017355051833070068,0.005676148863999142,-0.016574550319056636,0.004286078174675634
2024-08-12,0.007129902529277032,-0.007721067106859825,-0.003363471996800871,-0.022512052271188576,-0.006592701376715748,-0.004831138325855466,-0.01341530307940042,0.00020706605015696766,-0.0030159464982166817,-0.008355492651521246,-0.009709154745206838,-0.008117296461773504,-0.007264266721610735,-0.010290018668053569,-0.017757406919253427,-0.004607145281714797,0.0018950340646670671,-0.007425729928851044,0.005785470407688731,-0.006523326360348358,-0.009341043561178486,0.001945798717563063,0.004035506878804274,-0.02187168150663865,-0.012942456090744625,0.011686569197916663,0.0005005074048567426,-0.0053988227292648405,-0.0449439112520299,0.011037553886130924
2024-08-13,0.01719307468488518,0.010781287934793715,0.008183963914309311,0.02820928219266916,0.008243379953992713,0.01309147593656057,0.011368661550203107,-0.0059994340279604375,-0.004072062089496065,0.010340864366125135,0.01326463293934288,0.012319017029511992,-0.00030490244697012336,0.007969262590706183,0.05733464194259508,-0.009319473623372598,0.008487276239384167,0.004254023038726462,0.0031544497820308326,0.016131676736767186,0.008019091791199973,0.017698654311019357,0.051714923106969346,0.002877496396492596,0.005483317664325638,0.015832588625673383,0.0009233247989131055,0.006168287098609948,0.03529424181207297,-0.008296873024330353
2024-08-14,0.002033684269307834,-0.002226033860853849,0.019958967179086518,-0.0015406169429889038,-0.003571391127681345,0.00282799914771803,0.0015428103466441634,0.003607436242861084,0.008177602200556189,0.0,0.013741564705562759,0.01596819687345552,0.004422315707233615,0.0069637096570196455,-0.026868551807997965,0.0005682081008662188,0.011060917067575948,0.001752919149665022,0.0031075333382508674,0.006541668042200577,-0.007081031247834768,0.00688386335033031,0.0002547306881248712,0.009026250050504947,0.015221814362891717,0.009456059116902615,0.0038827461981689737,0.0029425836145453577,-0.012310626721169227,0.007779127578325884
2024-08-15,0.013530562534709967,0.008242257704802247,0.02354777526359464,0.04694364191162825,0.02384547883049626,0.029257367639375476,0.06800174354431632,0.01472320646368308,0.02885279400029117,0.021038570586404015,0.0006416979319820992,0.012399479815879744,0.004352249245202389,0.008475381807482307,0.03865464130595164,0.003849121685002066,0.006231037125894678,0.001020737409446193,0.01371939835141811,0.007846583757504577,-0.002377222445511973,0.011823831646015082,0.050687765313865096,-0.005213355911808493,0.0109300223348332,-0.00010364872265467007,0.021674082217794988,-0.021026822826647917,0.037392008678372335,0.0658318147420831
